time_bkjd,pdcsap_flux,pdcsap_flux_err,sap_quality
1977.36437997,133590.70312500,11.14139271,0
1977.38481215,133588.53125000,11.13879013,0
1977.40524433,133620.42187500,11.13768291,393216
1977.42567651,133618.62500000,11.13347816,0
1977.44610879,133619.09375000,11.13263130,0
1977.46654086,133608.07812500,11.13690186,262144
1977.48697314,133546.78125000,11.13817787,0
1977.50740532,133497.15625000,11.13665581,0
1977.52783739,133531.60937500,11.13624859,262144
1977.54826967,133540.65625000,11.13430023,0
1977.56870185,133570.09375000,11.13428211,0
1977.58913392,133545.23437500,11.13153839,0
1977.60956620,133512.90625000,11.13050461,0
1977.62999837,133646.92187500,11.12261677,0
1977.65043044,133577.89062500,11.12706852,0
1977.67086272,133525.73437500,11.12536335,393216
1977.69129489,133606.18750000,11.12723446,0
1977.71172696,133586.57812500,11.12552834,0
1977.73215924,133552.46875000,11.12850094,0
1977.75259141,133556.76562500,11.12311745,0
1977.77302348,133578.51562500,11.12288570,0
1977.79345575,133599.34375000,11.12147903,0
1977.81388792,133591.64062500,11.12005997,0
1977.83432009,133678.64062500,11.11511803,0
1977.85475226,133628.93750000,11.11576462,0
1977.87518443,133692.82812500,11.11627579,0
1977.89561660,133614.76562500,11.11689568,0
1977.91604877,133650.78125000,11.11699009,0
1977.93648093,133655.85937500,11.11930466,0
1977.95691320,133598.20312500,11.12714100,0
1977.97734527,133651.07812500,11.11465359,0
1977.99777743,133698.59375000,11.11170197,393216
1978.01820970,133662.78125000,11.11088276,393216
1978.03864177,133672.23437500,11.11337090,0
1978.05907393,133681.67187500,11.10520363,393216
1978.07950620,133796.70312500,11.09054947,393216
1978.09993826,133734.92187500,11.09535217,262144
1978.12037042,133754.01562500,11.10131645,262144
1978.14080269,133748.06250000,11.09723186,0
1978.16123475,133770.73437500,11.09291553,0
1978.18166691,133840.25000000,11.08605862,262144
1978.20209917,133833.45312500,11.07549381,0
1978.22253124,133924.81250000,11.06474686,0
1978.24296350,133907.00000000,11.05924416,393216
1978.26339566,133944.10937500,11.04930115,0
1978.28382782,133945.06250000,11.04041100,0
1978.30425998,133989.09375000,11.03092861,393216
1978.32469214,133975.68750000,11.03023148,0
1978.34512430,134027.82812500,11.01113319,0
1978.36555645,134009.12500000,11.00154495,393216
1978.38598861,134006.25000000,10.99652863,393216
1978.40642077,134029.56250000,10.97664452,0
1978.42685293,134063.67187500,10.96326733,0
1978.44728508,134091.79687500,10.94598866,393216
1978.46771724,134091.68750000,10.94192123,393216
1978.48814940,134046.09375000,10.92956257,0
1978.50858155,134043.98437500,10.92220497,0
1978.52901361,134045.53125000,10.91378021,0
1978.56987802,133797.18750000,11.18046379,0
1978.59031007,133820.60937500,11.17938232,0
1978.61074232,133877.76562500,11.17521381,262144
1978.63117448,133876.89062500,11.17533112,0
1978.65160673,133869.23437500,11.17740536,0
1978.67203878,133822.85937500,11.18113518,262144
1978.69247093,133831.12500000,11.17914391,393216
1978.71290318,133834.06250000,11.17875481,0
1978.73333523,133774.62500000,11.18141937,0
1978.75376738,133821.04687500,11.17750931,0
1978.77419963,133824.68750000,11.17930889,393216
1978.79463178,133734.73437500,11.18216038,0
1978.81506383,133752.29687500,11.18372726,0
1978.83549608,133744.92187500,11.18359566,393216
1978.85592823,133643.87500000,11.17951679,401408
1978.87636028,133662.23437500,11.18082333,0
1978.89679252,133677.46875000,11.18040466,16384
1978.91722467,133684.96875000,11.17959785,0
1978.93765672,133732.29687500,11.17529106,0
1978.95808896,133683.26562500,11.17567062,0
1978.97852111,133648.59375000,11.17796421,0
1978.99895315,133635.92187500,11.17772770,393216
1979.01938540,133656.71875000,11.18118477,0
1979.06024959,133545.82812500,11.17693806,0
1979.08068183,133597.23437500,11.17423630,0
1979.10111397,133576.15625000,11.17680931,0
1979.12154621,133550.37500000,11.17712879,393216
1979.14197826,133523.18750000,11.17925930,0
1979.16241040,133608.67187500,11.17601776,0
1979.18284254,133564.87500000,11.17864132,0
1979.20327468,133519.56250000,11.17825413,0
1979.22370682,133575.12500000,11.17656231,0
1979.24413896,133664.92187500,11.17757893,0
1979.26457110,133644.25000000,11.17734051,0
1979.28500324,133691.25000000,11.17803764,0
1979.30543538,133670.04687500,11.17742252,0
1979.32586752,133706.25000000,11.17535400,0
1979.34629965,133644.12500000,11.17920589,0
1979.36673189,133596.79687500,11.17989445,0
1979.38716393,133616.48437500,11.17961884,0
1979.40759606,133590.93750000,11.17870140,0
1979.42802830,133619.73437500,11.18044090,0
1979.44846033,133607.01562500,11.17983055,0
1979.46889247,133569.04687500,11.17894650,262144
1979.48932470,133646.29687500,11.17717648,0
1979.50975674,133606.00000000,11.17413902,0
1979.53018887,133583.68750000,11.17819405,393216
1979.55062111,133597.95312500,11.17822170,0
1979.57105314,133504.26562500,11.17961979,0
1979.59148537,133482.71875000,11.17772770,0
1979.61191750,133551.32812500,11.17750454,0
1979.63234964,133548.62500000,11.17792988,0
1979.65278177,133573.20312500,11.17705631,0
1979.67321390,133667.59375000,11.17544079,0
1979.69364603,133646.00000000,11.17694855,0
1979.71407816,133655.45312500,11.17857933,0
1979.73451029,133576.84375000,11.17511654,393216
1979.75494242,133647.76562500,11.17653465,393216
1979.77537455,133675.18750000,11.18075943,0
1979.79580667,133619.23437500,11.18152142,393216
1979.81623880,133651.40625000,11.18050385,0
1979.83667103,133661.03125000,11.17986679,0
1979.85710306,133603.98437500,11.18407631,0
1979.87753518,133652.31250000,11.18217468,0
1979.89796731,133799.84375000,11.17505360,0
1979.91839944,133729.68750000,11.17944145,0
