time_bkjd,pdcsap_flux,pdcsap_flux_err,sap_quality
131.51303207,92396.42187500,10.07854271,0
131.53346667,92400.10156250,10.08378887,0
131.55390117,92376.18750000,10.08449554,0
131.57433558,92422.72656250,10.08179951,0
131.59477008,92394.84375000,10.08490658,0
131.61520468,92398.96093750,10.08062172,0
131.63563908,92410.25000000,10.08327866,0
131.65607358,92410.89062500,10.08515072,0
131.67650818,92411.29687500,10.08776283,0
131.69694269,92400.02343750,10.08590889,0
131.71737709,92421.75781250,10.08396435,0
131.73781159,92400.53125000,10.08043575,0
131.75824619,92411.38281250,10.08349991,0
131.77868059,92404.04687500,10.08386326,0
131.79911509,92398.82031250,10.08454227,0
131.81954969,92394.28125000,10.07934380,0
131.83998409,92401.33593750,10.08523083,8192
131.86041859,92402.45312500,10.08231068,0
131.88085309,92401.20312500,10.08384323,0
131.90128759,92414.15625000,10.08123589,0
131.92172209,92412.48437500,10.08333206,0
131.94215659,92402.64062500,10.08492756,0
131.96259109,92407.25000000,10.07948494,0
131.98302559,92355.91406250,10.08195305,0
132.00346009,92376.28906250,10.08452415,0
132.02389449,92387.03906250,10.08164978,0
132.04432908,92411.88281250,10.08263397,0
132.06476358,92393.06250000,10.08669281,0
132.08519798,92399.03906250,10.09001827,0
132.10563248,92418.67968750,10.08679485,0
132.12606708,92397.53906250,10.08363819,0
132.14650148,92417.50781250,10.08517933,0
132.16693597,92407.67187500,10.08286953,0
132.18737057,92404.33593750,10.08781624,0
132.20780507,92412.30468750,10.08500862,0
132.22823947,92403.63281250,10.08494854,0
132.24867396,92412.28125000,10.08934402,0
132.26910856,92396.02343750,10.08408928,0
132.28954296,92419.38281250,10.08356094,0
132.30997746,92415.79687500,10.08687019,0
132.33041205,92430.25781250,10.08849144,0
132.35084645,92421.04687500,10.08499718,0
132.37128095,92428.46875000,10.08672333,0
132.39171544,92445.03906250,10.08989620,0
132.41214994,92429.66406250,10.08122444,0
132.43258443,92426.37500000,10.09003448,128
132.45301893,92408.08593750,10.08566380,0
132.47345353,92437.59375000,10.08683586,0
132.49388792,92448.13281250,10.08543205,0
132.51432242,92408.23437500,10.08303452,0
132.53475681,92428.63281250,10.08991814,0
132.55519141,92438.22656250,10.08864880,0
132.57562590,92437.95312500,10.08865929,0
132.59606030,92441.00000000,10.08865070,0
132.61649489,92455.32031250,10.08951950,0
132.63692939,92433.64062500,10.08489037,0
132.65736388,92443.25000000,10.08650017,0
132.67779827,92437.18750000,10.08939934,0
132.69823287,92456.58593750,10.09037209,0
132.71866736,92461.83593750,10.09120178,0
132.73910176,92454.50781250,10.08945656,0
132.75953635,92464.31250000,10.08564568,8192
132.77997084,92450.32812500,10.08836555,0
132.80040524,92456.25000000,10.08895969,0
132.82083973,92446.78906250,10.08905029,0
132.84127432,92453.41406250,10.09130573,0
132.86170871,92444.43750000,10.08718586,0
132.88214321,92452.05468750,10.09092808,0
132.90257780,92467.92968750,10.08556080,0
132.92301219,92428.19531250,10.09118080,0
132.94344668,92451.05468750,10.08903694,0
132.96388118,92456.15625000,10.08856487,0
132.98431577,92468.77343750,10.09165764,0
133.00475016,92446.33593750,10.09059334,0
133.02518465,92452.57812500,10.09259415,0
133.04561914,92465.32812500,10.09300232,0
133.06605363,92467.55468750,10.09147644,0
133.08648813,92461.77343750,10.09181118,0
133.10692262,92466.92187500,10.08928108,0
133.12735711,92440.50000000,10.09028149,0
133.14779160,92441.17968750,10.09157085,0
133.16822609,92460.38281250,10.09400177,0
133.18866058,92438.53906250,10.09089565,0
133.20909517,92472.56250000,10.09397316,0
133.22952956,92454.07031250,10.09471989,0
133.24996405,92468.27343750,10.09289265,0
133.27039854,92461.88281250,10.09321785,0
133.29083303,92436.90625000,10.08807659,8192
133.31126752,92438.75781250,10.09196281,0
133.33170191,92456.81250000,10.09448624,0
133.35213650,92431.60156250,10.09230328,0
