time_bkjd,pdcsap_flux,pdcsap_flux_err,sap_quality
131.51275952,48679.27734375,6.92252111,0
131.53319391,48667.93359375,6.92329121,0
131.55362819,48659.86718750,6.92232180,128
131.57406238,48667.60937500,6.91918612,0
131.59449667,48654.59765625,6.92391300,0
131.61493105,48662.73828125,6.92470169,0
131.63536524,48667.98437500,6.92322922,0
131.65579953,48657.49609375,6.92252111,0
131.67623391,48664.16796875,6.92205524,0
131.69666820,48666.41406250,6.92690229,0
131.71710239,48656.99218750,6.92716599,0
131.73753667,48655.98046875,6.92035151,0
131.75797106,48663.51953125,6.92575979,0
131.77840524,48671.91796875,6.92529774,0
131.79883953,48731.94531250,6.93368816,2176
131.81927391,48663.27734375,6.92302799,0
131.83970810,48658.81640625,6.92959452,0
131.86014239,48655.56250000,6.92618227,0
131.88057667,48662.37890625,6.92863989,0
131.90101096,48670.28125000,6.92705917,0
131.92144524,48664.65234375,6.92675257,0
131.94187953,48650.78125000,6.92868233,0
131.96231381,48667.65625000,6.92981339,0
131.98274810,48672.99609375,6.92642260,0
132.00318238,48668.75390625,6.92774296,0
132.02361656,48666.67578125,6.92633390,0
132.04405095,48682.65625000,6.93178225,0
132.06448523,48667.33593750,6.92877007,0
132.08491942,48680.21875000,6.93118429,0
132.10535370,48669.13671875,6.93122864,0
132.12578808,48654.03125000,6.92707539,0
132.14622227,48663.05078125,6.92981815,0
132.16665655,48675.53906250,6.92792892,0
132.18709094,48661.83593750,6.92897272,0
132.20752522,48667.79296875,6.93263817,0
132.22795940,48646.53906250,6.93059063,0
132.24839368,48658.08984375,6.93049097,0
132.26882807,48669.59375000,6.93037367,0
132.28926225,48670.33593750,6.93002653,0
132.30969653,48659.77343750,6.92976141,0
132.33013092,48662.64062500,6.93064308,0
132.35056510,48664.55468750,6.92968702,0
132.37099938,48658.34375000,6.92950630,0
132.39143366,48662.21093750,6.93089056,0
132.41186795,48653.33984375,6.93061638,0
132.43230223,48663.62890625,6.93356180,0
132.45273651,48657.92968750,6.93013239,0
132.47317089,48653.42578125,6.93183517,0
132.49360507,48673.34375000,6.93241835,0
132.51403936,48661.83593750,6.93346691,0
132.53447354,48646.52343750,6.93016005,0
132.55490792,48668.68750000,6.93280554,0
132.57534220,48666.47265625,6.93180561,0
132.59577638,48650.32031250,6.93210888,0
132.61621076,48670.00781250,6.93474531,0
132.63664504,48675.15625000,6.93275023,0
132.65707932,48672.55078125,6.93230677,0
132.67751350,48655.82031250,6.93421650,0
132.69794789,48652.72265625,6.93192816,0
132.71838217,48663.25781250,6.93205214,0
132.73881635,48657.19531250,6.93352509,0
132.75925073,48658.93750000,6.93291950,0
132.77968501,48663.83203125,6.93070221,0
132.80011919,48654.08984375,6.93001556,0
132.82055347,48654.24609375,6.92969847,0
132.84098785,48651.38281250,6.93203068,0
132.86142203,48670.42968750,6.93564606,0
132.88185631,48650.27343750,6.93188000,8192
132.90229068,48665.88281250,6.93196201,0
132.92272486,48661.09375000,6.93152094,0
132.94315914,48661.83984375,6.93170786,0
132.96359342,48653.75000000,6.93169451,0
132.98402780,48657.36328125,6.93183088,0
133.00446198,48656.13281250,6.93394852,0
133.02489626,48660.46875000,6.93465662,0
133.04533054,48667.36328125,6.93327045,0
133.06576482,48653.27343750,6.93181992,0
133.08619909,48659.98046875,6.93360090,0
133.10663337,48662.37890625,6.93208456,0
133.12706765,48663.19921875,6.93048143,0
133.14750193,48663.92187500,6.93453169,0
133.16793621,48663.65625000,6.93609810,0
133.18837048,48660.64062500,6.93260336,0
133.20880486,48665.80078125,6.93324137,0
133.22923904,48658.14843750,6.93566656,0
133.24967332,48667.71484375,6.93318892,0
133.27010759,48666.94531250,6.93269110,128
133.29054187,48648.77343750,6.93053532,0
133.31097615,48662.79687500,6.93447256,8192
133.33141033,48661.73046875,6.93562460,0
133.35184470,48648.22656250,6.93505430,0
133.37227898,48652.93359375,6.93242788,0
133.39271326,48672.38281250,6.93089485,128
133.41314753,48657.80468750,6.93118477,0
133.43358181,48651.96484375,6.93175030,0
133.45401608,48667.98046875,6.93539238,128
133.47445026,48656.01562500,6.93197966,0
