kepoi_name,kepid,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_sma,koi_incl,koi_steff,koi_slogg,koi_srad,koi_smass
"K00351.02",11442793,"Kepler-90 g","CONFIRMED","CANDIDATE",0.8800,210.6013843,147.056867,0.002,11.9922,4159.3,7.7,0.7133,90,5970.00,4.317,1.2000,1.0890
"K00490.02",3239945,"Kepler-167 e","CONFIRMED","CANDIDATE",0.0000,1071.232624,420.286557,0.216,16.1784,19045.6,9.27,1.86,89.98,4799.00,4.631,0.6920,0.7760
"K00072.01",11904151,"Kepler-10 b","CONFIRMED","CANDIDATE",0.0000,0.837491225,131.574858,0.022,1.796,190.4,1.43,0.0167,89.65,5676.00,4.347,1.0440,0.8840
"K00087.01",10593626,"Kepler-22 b","CONFIRMED","CANDIDATE",0.8810,289.864067,133.69719,0.856,7.565,529.1,2.34,0.7961,89.7,5516.00,4.446,0.8860,0.7990
"K05084.01",4760478,"Kepler-1625 b","CONFIRMED","CANDIDATE",0.9880,287.377314,348.83318,0.015,18.821,4376.9,11.67,0.8748,89.99,5548.00,3.964,1.7930,1.0790
