koi,sig_tt_min,s_oc_min,pval,source
1391.01,0.85,0.99,-0.0,Holczer+2016_J/ApJS/225/9_table4
1393.01,10.90,9.62,0.0,Holczer+2016_J/ApJS/225/9_table4
1395.01,14.24,12.59,-0.0,Holczer+2016_J/ApJS/225/9_table4
1396.01,21.15,18.78,-0.0,Holczer+2016_J/ApJS/225/9_table4
1397.01,10.72,7.95,0.0,Holczer+2016_J/ApJS/225/9_table4
1398.01,18.34,17.74,-0.0,Holczer+2016_J/ApJS/225/9_table4
1399.01,20.51,16.28,-0.0,Holczer+2016_J/ApJS/225/9_table4
1402.01,29.64,42.98,-0.2,Holczer+2016_J/ApJS/225/9_table4
1403.01,15.58,15.55,-0.0,Holczer+2016_J/ApJS/225/9_table4
1404.01,25.76,22.14,-0.0,Holczer+2016_J/ApJS/225/9_table4
1405.01,34.02,35.21,-0.0,Holczer+2016_J/ApJS/225/9_table4
1406.01,16.35,12.17,-0.0,Holczer+2016_J/ApJS/225/9_table4
1408.01,17.20,18.54,-0.0,Holczer+2016_J/ApJS/225/9_table4
1409.01,14.42,10.35,-0.0,Holczer+2016_J/ApJS/225/9_table4
1410.01,17.29,20.50,-0.0,Holczer+2016_J/ApJS/225/9_table4
1412.01,17.16,16.62,-0.0,Holczer+2016_J/ApJS/225/9_table4
1413.01,44.43,55.76,-0.0,Holczer+2016_J/ApJS/225/9_table4
1413.02,36.01,47.41,-0.1,Holczer+2016_J/ApJS/225/9_table4
1413.03,30.29,33.21,-0.0,Holczer+2016_J/ApJS/225/9_table4
1420.01,5.00,5.39,-0.0,Holczer+2016_J/ApJS/225/9_table4
1422.01,13.71,11.38,-0.0,Holczer+2016_J/ApJS/225/9_table4
1422.02,10.73,12.64,-0.0,Holczer+2016_J/ApJS/225/9_table4
1422.04,26.23,11.08,-0.0,Holczer+2016_J/ApJS/225/9_table4
1422.05,27.42,28.91,-0.0,Holczer+2016_J/ApJS/225/9_table4
1423.01,4.64,4.46,-0.0,Holczer+2016_J/ApJS/225/9_table4
1424.01,21.71,17.48,0.0,Holczer+2016_J/ApJS/225/9_table4
1425.01,24.61,22.98,0.0,Holczer+2016_J/ApJS/225/9_table4
1426.01,8.22,27.26,-16.,Holczer+2016_J/ApJS/225/9_table4
1426.02,1.60,39.26,-16.,Holczer+2016_J/ApJS/225/9_table4
1426.03,2.38,20.45,-16.,Holczer+2016_J/ApJS/225/9_table4
1428.01,12.84,11.92,0.0,Holczer+2016_J/ApJS/225/9_table4
1430.01,13.76,10.73,-0.0,Holczer+2016_J/ApJS/225/9_table4
1430.02,13.91,17.42,-0.0,Holczer+2016_J/ApJS/225/9_table4
1430.03,9.79,6.73,-0.0,Holczer+2016_J/ApJS/225/9_table4
1432.01,30.71,33.85,-0.0,Holczer+2016_J/ApJS/225/9_table4
1432.04,49.29,73.56,-0.4,Holczer+2016_J/ApJS/225/9_table4
1433.01,23.68,12.36,-0.0,Holczer+2016_J/ApJS/225/9_table4
1435.01,14.50,14.13,-0.0,Holczer+2016_J/ApJS/225/9_table4
1435.02,18.05,16.20,-0.0,Holczer+2016_J/ApJS/225/9_table4
1436.02,20.35,16.07,-0.0,Holczer+2016_J/ApJS/225/9_table4
1438.01,28.51,34.57,-0.0,Holczer+2016_J/ApJS/225/9_table4
1442.01,23.78,17.86,0.0,Holczer+2016_J/ApJS/225/9_table4
1444.01,17.14,7.02,-0.0,Holczer+2016_J/ApJS/225/9_table4
1445.01,27.24,24.78,-0.0,Holczer+2016_J/ApJS/225/9_table4
1456.01,1.74,1.75,-0.0,Holczer+2016_J/ApJS/225/9_table4
1457.01,1.42,1.65,-0.0,Holczer+2016_J/ApJS/225/9_table4
1458.01,5.82,8.19,-0.1,Holczer+2016_J/ApJS/225/9_table4
1465.01,1.21,1.65,-0.1,Holczer+2016_J/ApJS/225/9_table4
1470.01,9.33,10.73,-0.0,Holczer+2016_J/ApJS/225/9_table4
1472.01,2.26,3.34,-0.3,Holczer+2016_J/ApJS/225/9_table4
1473.01,4.39,5.48,-0.0,Holczer+2016_J/ApJS/225/9_table4
1474.01,0.61,31.31,-16.,Holczer+2016_J/ApJS/225/9_table4
1475.02,17.93,23.33,-0.0,Holczer+2016_J/ApJS/225/9_table4
1476.01,10.61,29.83,-7.6,Holczer+2016_J/ApJS/225/9_table4
1478.01,1.20,10.71,-16.,Holczer+2016_J/ApJS/225/9_table4
1480.01,11.35,11.42,-0.0,Holczer+2016_J/ApJS/225/9_table4
1481.01,14.39,11.41,0.0,Holczer+2016_J/ApJS/225/9_table4
1484.01,23.35,16.17,0.0,Holczer+2016_J/ApJS/225/9_table4
1486.01,3.02,1.76,-0.0,Holczer+2016_J/ApJS/225/9_table4
1486.02,14.70,20.79,-0.2,Holczer+2016_J/ApJS/225/9_table4
1488.01,16.26,13.92,0.0,Holczer+2016_J/ApJS/225/9_table4
1489.01,18.41,15.54,-0.0,Holczer+2016_J/ApJS/225/9_table4
1491.01,21.67,17.03,0.0,Holczer+2016_J/ApJS/225/9_table4
1494.01,24.08,27.52,-0.0,Holczer+2016_J/ApJS/225/9_table4
1495.01,16.68,13.53,-0.0,Holczer+2016_J/ApJS/225/9_table4
1496.01,3.56,4.57,-0.1,Holczer+2016_J/ApJS/225/9_table4
1498.01,27.97,33.03,-0.0,Holczer+2016_J/ApJS/225/9_table4
1499.01,10.47,9.14,-0.0,Holczer+2016_J/ApJS/225/9_table4
1503.01,6.27,8.85,-0.3,Holczer+2016_J/ApJS/225/9_table4
1506.01,17.04,15.82,-0.0,Holczer+2016_J/ApJS/225/9_table4
1507.01,20.90,19.99,-0.0,Holczer+2016_J/ApJS/225/9_table4
1508.01,23.47,22.17,-0.0,Holczer+2016_J/ApJS/225/9_table4
1515.01,26.56,15.34,0.0,Holczer+2016_J/ApJS/225/9_table4
1515.02,16.81,10.72,0.0,Holczer+2016_J/ApJS/225/9_table4
1516.01,15.59,16.72,-0.0,Holczer+2016_J/ApJS/225/9_table4
1517.01,9.89,10.31,-0.0,Holczer+2016_J/ApJS/225/9_table4
1518.01,21.98,15.33,-0.0,Holczer+2016_J/ApJS/225/9_table4
1520.01,13.36,13.73,-0.0,Holczer+2016_J/ApJS/225/9_table4
1521.01,14.70,23.17,-0.6,Holczer+2016_J/ApJS/225/9_table4
1522.01,14.69,14.30,-0.0,Holczer+2016_J/ApJS/225/9_table4
1525.01,12.65,9.54,-0.0,Holczer+2016_J/ApJS/225/9_table4
1525.02,26.04,45.99,-1.7,Holczer+2016_J/ApJS/225/9_table4
1529.01,32.50,79.38,-10.9,Holczer+2016_J/ApJS/225/9_table4
1530.01,13.08,15.87,-0.0,Holczer+2016_J/ApJS/225/9_table4
1531.01,22.03,17.77,0.0,Holczer+2016_J/ApJS/225/9_table4
1532.01,13.04,13.81,-0.0,Holczer+2016_J/ApJS/225/9_table4
1533.01,28.78,34.29,-0.0,Holczer+2016_J/ApJS/225/9_table4
1534.01,17.98,26.50,-0.3,Holczer+2016_J/ApJS/225/9_table4
1535.01,9.25,11.90,-0.1,Holczer+2016_J/ApJS/225/9_table4
1537.01,45.90,65.07,-0.2,Holczer+2016_J/ApJS/225/9_table4
1546.01,0.62,1.80,-16.,Holczer+2016_J/ApJS/225/9_table4
1547.01,0.73,0.54,-0.0,Holczer+2016_J/ApJS/225/9_table4
1549.01,1.32,1.70,-0.1,Holczer+2016_J/ApJS/225/9_table4
1552.01,1.20,1.58,-0.2,Holczer+2016_J/ApJS/225/9_table4
1553.01,1.71,2.37,-0.2,Holczer+2016_J/ApJS/225/9_table4
1557.01,4.90,4.97,-0.0,Holczer+2016_J/ApJS/225/9_table4
1557.02,7.02,8.30,-0.0,Holczer+2016_J/ApJS/225/9_table4
1557.03,9.83,5.97,0.0,Holczer+2016_J/ApJS/225/9_table4
1558.01,1.34,1.57,-0.0,Holczer+2016_J/ApJS/225/9_table4
1561.01,7.17,7.63,-0.0,Holczer+2016_J/ApJS/225/9_table4
1563.01,15.39,13.52,-0.0,Holczer+2016_J/ApJS/225/9_table4
1563.02,21.52,26.27,-0.0,Holczer+2016_J/ApJS/225/9_table4
1563.04,24.90,15.01,-0.0,Holczer+2016_J/ApJS/225/9_table4
1564.01,3.14,2.85,-0.0,Holczer+2016_J/ApJS/225/9_table4
1567.01,15.24,13.41,-0.0,Holczer+2016_J/ApJS/225/9_table4
1567.03,18.87,19.63,-0.0,Holczer+2016_J/ApJS/225/9_table4
1567.04,17.00,10.10,-0.0,Holczer+2016_J/ApJS/225/9_table4
1569.01,13.84,16.74,-0.0,Holczer+2016_J/ApJS/225/9_table4
1570.01,14.74,13.25,-0.0,Holczer+2016_J/ApJS/225/9_table4
1572.01,14.89,11.68,-0.0,Holczer+2016_J/ApJS/225/9_table4
1573.01,3.83,53.09,-16.,Holczer+2016_J/ApJS/225/9_table4
1574.01,2.32,8.55,-8.8,Holczer+2016_J/ApJS/225/9_table4
1576.01,7.40,9.12,-0.0,Holczer+2016_J/ApJS/225/9_table4
1576.02,9.63,13.71,-0.2,Holczer+2016_J/ApJS/225/9_table4
1581.01,22.18,102.37,-16.,Holczer+2016_J/ApJS/225/9_table4
1581.02,19.71,31.53,-0.5,Holczer+2016_J/ApJS/225/9_table4
1582.01,3.76,69.20,-16.,Holczer+2016_J/ApJS/225/9_table4
1583.01,29.29,28.90,-0.0,Holczer+2016_J/ApJS/225/9_table4
1585.01,22.91,22.91,-0.0,Holczer+2016_J/ApJS/225/9_table4
1586.01,17.53,13.82,-0.0,Holczer+2016_J/ApJS/225/9_table4
1587.01,5.81,5.67,-0.0,Holczer+2016_J/ApJS/225/9_table4
1588.01,12.86,11.30,0.0,Holczer+2016_J/ApJS/225/9_table4
1589.01,23.62,24.27,-0.0,Holczer+2016_J/ApJS/225/9_table4
1589.02,29.42,39.23,-0.1,Holczer+2016_J/ApJS/225/9_table4
1589.03,26.61,13.94,-0.0,Holczer+2016_J/ApJS/225/9_table4
1589.05,30.67,24.42,-0.0,Holczer+2016_J/ApJS/225/9_table4
1590.01,25.10,24.11,-0.0,Holczer+2016_J/ApJS/225/9_table4
1591.01,15.39,22.36,-0.3,Holczer+2016_J/ApJS/225/9_table4
1593.02,32.66,28.99,-0.0,Holczer+2016_J/ApJS/225/9_table4
1595.01,14.02,10.77,-0.0,Holczer+2016_J/ApJS/225/9_table4
1596.02,12.40,20.41,-0.6,Holczer+2016_J/ApJS/225/9_table4
1597.01,10.16,11.33,-0.0,Holczer+2016_J/ApJS/225/9_table4
1598.01,6.70,9.54,-0.3,Holczer+2016_J/ApJS/225/9_table4
1598.02,17.17,13.18,-0.0,Holczer+2016_J/ApJS/225/9_table4
1599.01,32.81,99.71,-16.,Holczer+2016_J/ApJS/225/9_table4
1601.01,36.03,37.90,-0.0,Holczer+2016_J/ApJS/225/9_table4
1601.02,31.66,52.56,-0.6,Holczer+2016_J/ApJS/225/9_table4
1606.01,17.07,16.36,-0.0,Holczer+2016_J/ApJS/225/9_table4
1608.01,25.45,30.64,-0.0,Holczer+2016_J/ApJS/225/9_table4
1608.02,34.88,41.84,-0.0,Holczer+2016_J/ApJS/225/9_table4
1609.01,11.58,14.43,-0.1,Holczer+2016_J/ApJS/225/9_table4
1613.01,20.19,13.18,-0.0,Holczer+2016_J/ApJS/225/9_table4
1613.02,32.68,73.02,-1.8,Holczer+2016_J/ApJS/225/9_table4
1615.01,20.36,14.72,0.0,Holczer+2016_J/ApJS/225/9_table4
1616.01,14.85,15.30,-0.0,Holczer+2016_J/ApJS/225/9_table4
1619.01,16.56,17.55,-0.0,Holczer+2016_J/ApJS/225/9_table4
1621.01,14.14,11.54,-0.0,Holczer+2016_J/ApJS/225/9_table4
1622.01,11.08,22.94,-2.0,Holczer+2016_J/ApJS/225/9_table4
1626.01,28.50,34.14,-0.0,Holczer+2016_J/ApJS/225/9_table4
1627.01,17.91,16.43,-0.0,Holczer+2016_J/ApJS/225/9_table4
1628.01,7.85,8.74,-0.0,Holczer+2016_J/ApJS/225/9_table4
1633.01,28.36,32.05,-0.0,Holczer+2016_J/ApJS/225/9_table4
1643.01,32.22,35.77,-0.0,Holczer+2016_J/ApJS/225/9_table4
1645.01,0.83,1.00,-0.0,Holczer+2016_J/ApJS/225/9_table4
1647.01,25.47,22.14,-0.0,Holczer+2016_J/ApJS/225/9_table4
1647.02,56.28,77.39,-0.2,Holczer+2016_J/ApJS/225/9_table4
1648.01,18.58,19.91,-0.0,Holczer+2016_J/ApJS/225/9_table4
1650.01,20.66,16.35,-0.0,Holczer+2016_J/ApJS/225/9_table4
1650.02,9.93,10.99,-0.1,Holczer+2016_J/ApJS/225/9_table4
1651.01,21.36,18.95,-0.0,Holczer+2016_J/ApJS/225/9_table4
1656.01,32.46,27.56,-0.0,Holczer+2016_J/ApJS/225/9_table4
1659.01,25.31,35.56,-0.2,Holczer+2016_J/ApJS/225/9_table4
1660.01,35.92,33.42,-0.0,Holczer+2016_J/ApJS/225/9_table4
1669.01,14.33,13.00,-0.0,Holczer+2016_J/ApJS/225/9_table4
1672.01,17.27,22.63,-0.1,Holczer+2016_J/ApJS/225/9_table4
1675.01,14.92,19.74,-0.1,Holczer+2016_J/ApJS/225/9_table4
1677.01,10.58,8.93,-0.0,Holczer+2016_J/ApJS/225/9_table4
1681.01,27.60,31.27,-0.0,Holczer+2016_J/ApJS/225/9_table4
1683.01,28.46,28.05,-0.0,Holczer+2016_J/ApJS/225/9_table4
1684.01,1.86,1.90,-0.0,Holczer+2016_J/ApJS/225/9_table4
1685.01,7.83,12.76,-0.6,Holczer+2016_J/ApJS/225/9_table4
1687.01,26.89,24.20,-0.0,Holczer+2016_J/ApJS/225/9_table4
1691.01,2.66,2.27,-0.0,Holczer+2016_J/ApJS/225/9_table4
1692.01,3.07,3.32,-0.0,Holczer+2016_J/ApJS/225/9_table4
1693.01,9.93,9.08,0.0,Holczer+2016_J/ApJS/225/9_table4
1695.01,26.07,23.12,-0.0,Holczer+2016_J/ApJS/225/9_table4
1700.01,23.88,21.49,-0.0,Holczer+2016_J/ApJS/225/9_table4
1702.01,17.66,13.15,0.0,Holczer+2016_J/ApJS/225/9_table4
1704.01,11.79,10.35,-0.0,Holczer+2016_J/ApJS/225/9_table4
1705.01,28.89,41.57,-0.2,Holczer+2016_J/ApJS/225/9_table4
1706.01,21.89,16.34,0.0,Holczer+2016_J/ApJS/225/9_table4
1707.01,15.78,68.15,-16.,Holczer+2016_J/ApJS/225/9_table4
1708.01,24.27,12.90,-0.0,Holczer+2016_J/ApJS/225/9_table4
1710.01,18.05,13.21,-0.0,Holczer+2016_J/ApJS/225/9_table4
1711.01,15.52,14.75,-0.0,Holczer+2016_J/ApJS/225/9_table4
1713.01,20.20,20.10,-0.0,Holczer+2016_J/ApJS/225/9_table4
1715.01,14.61,14.37,-0.0,Holczer+2016_J/ApJS/225/9_table4
1716.01,24.57,30.79,-0.0,Holczer+2016_J/ApJS/225/9_table4
1718.01,15.60,15.25,-0.0,Holczer+2016_J/ApJS/225/9_table4
1720.01,12.14,39.03,-11.3,Holczer+2016_J/ApJS/225/9_table4
1721.01,21.77,26.44,-0.1,Holczer+2016_J/ApJS/225/9_table4
1722.01,56.49,54.35,-0.0,Holczer+2016_J/ApJS/225/9_table4
1723.01,13.31,8.28,-0.0,Holczer+2016_J/ApJS/225/9_table4
1724.01,20.97,16.16,-0.0,Holczer+2016_J/ApJS/225/9_table4
1726.01,5.37,6.82,-0.1,Holczer+2016_J/ApJS/225/9_table4
1727.01,6.13,9.20,-0.4,Holczer+2016_J/ApJS/225/9_table4
1732.01,19.07,20.48,-0.0,Holczer+2016_J/ApJS/225/9_table4
1733.01,23.88,13.54,-0.0,Holczer+2016_J/ApJS/225/9_table4
1736.01,26.69,22.76,-0.0,Holczer+2016_J/ApJS/225/9_table4
1738.01,22.50,21.68,-0.0,Holczer+2016_J/ApJS/225/9_table4
1747.01,10.35,13.26,-0.0,Holczer+2016_J/ApJS/225/9_table4
1749.01,22.27,22.16,-0.0,Holczer+2016_J/ApJS/225/9_table4
1750.01,44.90,42.60,-0.0,Holczer+2016_J/ApJS/225/9_table4
1751.01,7.80,6.18,-0.0,Holczer+2016_J/ApJS/225/9_table4
1751.02,8.18,55.44,-16.,Holczer+2016_J/ApJS/225/9_table4
1754.01,19.50,16.76,-0.0,Holczer+2016_J/ApJS/225/9_table4
1758.01,13.77,11.77,-0.0,Holczer+2016_J/ApJS/225/9_table4
1761.01,17.75,11.84,-0.0,Holczer+2016_J/ApJS/225/9_table4
1773.01,1.96,1.36,-0.0,Holczer+2016_J/ApJS/225/9_table4
1779.01,2.52,2.83,-0.0,Holczer+2016_J/ApJS/225/9_table4
1779.02,4.10,4.50,-0.0,Holczer+2016_J/ApJS/225/9_table4
1781.01,1.41,2.62,-3.6,Holczer+2016_J/ApJS/225/9_table4
1781.02,4.24,4.33,-0.0,Holczer+2016_J/ApJS/225/9_table4
1781.03,2.56,31.92,-16.,Holczer+2016_J/ApJS/225/9_table4
1783.01,1.62,6.20,-8.8,Holczer+2016_J/ApJS/225/9_table4
1788.01,1.23,0.87,-0.0,Holczer+2016_J/ApJS/225/9_table4
1790.01,2.81,15.37,-16.,Holczer+2016_J/ApJS/225/9_table4
1792.01,1.94,5.88,-7.1,Holczer+2016_J/ApJS/225/9_table4
1792.03,19.34,25.61,-0.0,Holczer+2016_J/ApJS/225/9_table4
1793.01,3.06,2.98,0.0,Holczer+2016_J/ApJS/225/9_table4
1797.01,3.76,3.88,-0.0,Holczer+2016_J/ApJS/225/9_table4
1800.01,0.71,0.56,-0.0,Holczer+2016_J/ApJS/225/9_table4
1801.01,5.97,5.55,-0.0,Holczer+2016_J/ApJS/225/9_table4
1802.01,5.72,8.11,-0.1,Holczer+2016_J/ApJS/225/9_table4
1803.01,6.37,4.74,0.0,Holczer+2016_J/ApJS/225/9_table4
1804.01,2.33,3.18,-0.0,Holczer+2016_J/ApJS/225/9_table4
1805.01,5.47,6.02,-0.0,Holczer+2016_J/ApJS/225/9_table4
1805.02,10.20,7.93,-0.0,Holczer+2016_J/ApJS/225/9_table4
1805.03,15.44,11.99,0.0,Holczer+2016_J/ApJS/225/9_table4
1806.02,30.27,23.75,-0.0,Holczer+2016_J/ApJS/225/9_table4
1808.01,2.57,3.72,-0.3,Holczer+2016_J/ApJS/225/9_table4
1809.01,6.78,6.68,-0.0,Holczer+2016_J/ApJS/225/9_table4
1809.02,12.30,11.24,0.0,Holczer+2016_J/ApJS/225/9_table4
1813.01,7.22,6.76,-0.0,Holczer+2016_J/ApJS/225/9_table4
1814.01,10.31,70.59,-16.,Holczer+2016_J/ApJS/225/9_table4
1815.01,6.54,6.34,0.0,Holczer+2016_J/ApJS/225/9_table4
1816.01,3.74,3.56,-0.0,Holczer+2016_J/ApJS/225/9_table4
1818.01,8.95,6.70,-0.0,Holczer+2016_J/ApJS/225/9_table4
1819.01,7.63,9.67,-0.0,Holczer+2016_J/ApJS/225/9_table4
1820.01,14.23,12.00,0.0,Holczer+2016_J/ApJS/225/9_table4
1821.01,10.05,9.95,-0.0,Holczer+2016_J/ApJS/225/9_table4
1822.01,3.86,12.01,-5.1,Holczer+2016_J/ApJS/225/9_table4
1824.01,18.37,15.89,0.0,Holczer+2016_J/ApJS/225/9_table4
1824.02,19.93,18.14,0.0,Holczer+2016_J/ApJS/225/9_table4
1825.01,8.56,7.79,-0.0,Holczer+2016_J/ApJS/225/9_table4
1826.01,6.47,3.27,-0.0,Holczer+2016_J/ApJS/225/9_table4
1828.01,7.85,6.61,-0.0,Holczer+2016_J/ApJS/225/9_table4
1829.01,5.49,9.92,-2.0,Holczer+2016_J/ApJS/225/9_table4
1830.01,8.99,11.10,-0.0,Holczer+2016_J/ApJS/225/9_table4
1830.02,6.41,5.13,-0.0,Holczer+2016_J/ApJS/225/9_table4
1831.01,7.76,40.36,-16.,Holczer+2016_J/ApJS/225/9_table4
1831.03,22.71,166.22,-16.,Holczer+2016_J/ApJS/225/9_table4
1831.04,21.14,16.25,-0.0,Holczer+2016_J/ApJS/225/9_table4
1832.01,12.26,10.94,0.0,Holczer+2016_J/ApJS/225/9_table4
1832.02,15.03,15.26,-0.0,Holczer+2016_J/ApJS/225/9_table4
1832.03,13.24,13.76,-0.0,Holczer+2016_J/ApJS/225/9_table4
1833.01,11.00,9.43,0.0,Holczer+2016_J/ApJS/225/9_table4
1833.02,6.50,6.75,-0.0,Holczer+2016_J/ApJS/225/9_table4
1833.03,14.79,15.05,-0.0,Holczer+2016_J/ApJS/225/9_table4
1835.01,17.72,12.93,0.0,Holczer+2016_J/ApJS/225/9_table4
1835.02,17.65,14.94,0.0,Holczer+2016_J/ApJS/225/9_table4
1835.03,21.47,15.58,-0.0,Holczer+2016_J/ApJS/225/9_table4
1837.01,7.68,6.21,-0.0,Holczer+2016_J/ApJS/225/9_table4
1838.01,8.65,9.54,-0.0,Holczer+2016_J/ApJS/225/9_table4
1839.01,9.83,11.20,-0.0,Holczer+2016_J/ApJS/225/9_table4
1840.01,12.18,20.73,-2.3,Holczer+2016_J/ApJS/225/9_table4
1841.01,5.97,8.95,-0.4,Holczer+2016_J/ApJS/225/9_table4
1842.01,9.79,9.69,-0.0,Holczer+2016_J/ApJS/225/9_table4
1843.01,12.70,10.61,0.0,Holczer+2016_J/ApJS/225/9_table4
1845.01,18.20,16.32,0.0,Holczer+2016_J/ApJS/225/9_table4
1845.02,10.77,7.29,0.0,Holczer+2016_J/ApJS/225/9_table4
1846.01,7.42,2.38,-0.0,Holczer+2016_J/ApJS/225/9_table4
1847.01,9.74,10.85,-0.0,Holczer+2016_J/ApJS/225/9_table4
1848.01,9.17,22.76,-5.8,Holczer+2016_J/ApJS/225/9_table4
1849.01,10.71,9.65,-0.0,Holczer+2016_J/ApJS/225/9_table4
1850.01,14.11,15.77,-0.0,Holczer+2016_J/ApJS/225/9_table4
1851.01,15.02,12.87,0.0,Holczer+2016_J/ApJS/225/9_table4
1852.01,12.97,13.23,-0.0,Holczer+2016_J/ApJS/225/9_table4
1853.01,9.82,11.93,-0.1,Holczer+2016_J/ApJS/225/9_table4
1854.01,9.09,18.90,-2.6,Holczer+2016_J/ApJS/225/9_table4
1856.01,10.75,66.35,-16.,Holczer+2016_J/ApJS/225/9_table4
1857.01,9.34,9.14,-0.0,Holczer+2016_J/ApJS/225/9_table4
1858.01,8.32,7.27,-0.0,Holczer+2016_J/ApJS/225/9_table4
1860.01,11.65,9.76,-0.0,Holczer+2016_J/ApJS/225/9_table4
1860.02,13.46,11.90,-0.0,Holczer+2016_J/ApJS/225/9_table4
1861.01,9.00,11.97,-0.1,Holczer+2016_J/ApJS/225/9_table4
1862.01,9.10,6.80,-0.0,Holczer+2016_J/ApJS/225/9_table4
1863.01,8.53,6.28,-0.0,Holczer+2016_J/ApJS/225/9_table4
1864.01,29.12,24.08,0.0,Holczer+2016_J/ApJS/225/9_table4
1866.01,8.52,6.81,-0.0,Holczer+2016_J/ApJS/225/9_table4
1867.01,19.94,16.51,0.0,Holczer+2016_J/ApJS/225/9_table4
1867.02,8.64,8.28,-0.0,Holczer+2016_J/ApJS/225/9_table4
1867.03,29.68,23.35,-0.0,Holczer+2016_J/ApJS/225/9_table4
1868.01,7.29,8.09,-0.0,Holczer+2016_J/ApJS/225/9_table4
1870.01,10.84,7.79,0.0,Holczer+2016_J/ApJS/225/9_table4
1871.01,9.07,17.57,-1.3,Holczer+2016_J/ApJS/225/9_table4
1871.02,13.82,21.44,-0.5,Holczer+2016_J/ApJS/225/9_table4
1872.01,8.87,6.48,-0.0,Holczer+2016_J/ApJS/225/9_table4
1873.01,8.78,16.15,-1.0,Holczer+2016_J/ApJS/225/9_table4
1873.02,38.70,56.36,-0.3,Holczer+2016_J/ApJS/225/9_table4
1874.01,13.43,12.44,-0.0,Holczer+2016_J/ApJS/225/9_table4
1875.01,18.31,12.77,-0.0,Holczer+2016_J/ApJS/225/9_table4
1876.01,6.29,19.26,-7.3,Holczer+2016_J/ApJS/225/9_table4
1877.01,10.14,11.58,-0.0,Holczer+2016_J/ApJS/225/9_table4
1878.01,7.14,7.94,-0.0,Holczer+2016_J/ApJS/225/9_table4
1879.01,6.81,5.20,-0.0,Holczer+2016_J/ApJS/225/9_table4
1880.01,10.85,8.82,0.0,Holczer+2016_J/ApJS/225/9_table4
1881.01,10.19,10.63,-0.0,Holczer+2016_J/ApJS/225/9_table4
1882.01,24.57,19.87,0.0,Holczer+2016_J/ApJS/225/9_table4
1883.01,25.81,24.75,0.0,Holczer+2016_J/ApJS/225/9_table4
1884.01,6.59,253.11,-16.,Holczer+2016_J/ApJS/225/9_table4
1885.01,17.80,18.33,-0.0,Holczer+2016_J/ApJS/225/9_table4
1886.01,14.53,11.56,0.0,Holczer+2016_J/ApJS/225/9_table4
1888.01,5.32,7.70,-0.3,Holczer+2016_J/ApJS/225/9_table4
1889.01,17.60,19.91,-0.0,Holczer+2016_J/ApJS/225/9_table4
1890.01,19.18,17.92,0.0,Holczer+2016_J/ApJS/225/9_table4
1891.01,18.58,15.43,-0.0,Holczer+2016_J/ApJS/225/9_table4
1892.01,14.36,12.95,-0.0,Holczer+2016_J/ApJS/225/9_table4
1893.01,23.86,17.89,0.0,Holczer+2016_J/ApJS/225/9_table4
1894.01,24.98,22.70,0.0,Holczer+2016_J/ApJS/225/9_table4
1895.01,14.04,13.26,-0.0,Holczer+2016_J/ApJS/225/9_table4
1895.02,14.14,11.33,-0.0,Holczer+2016_J/ApJS/225/9_table4
1895.03,17.55,26.87,-0.4,Holczer+2016_J/ApJS/225/9_table4
1897.01,9.78,7.43,-0.0,Holczer+2016_J/ApJS/225/9_table4
1898.01,16.58,13.94,-0.0,Holczer+2016_J/ApJS/225/9_table4
1899.01,16.18,17.79,-0.0,Holczer+2016_J/ApJS/225/9_table4
1900.01,18.94,15.10,0.0,Holczer+2016_J/ApJS/225/9_table4
1901.01,10.31,10.22,-0.0,Holczer+2016_J/ApJS/225/9_table4
1902.01,3.10,4.77,-0.4,Holczer+2016_J/ApJS/225/9_table4
1904.01,17.87,16.21,-0.0,Holczer+2016_J/ApJS/225/9_table4
1905.01,19.79,18.02,-0.0,Holczer+2016_J/ApJS/225/9_table4
1905.02,24.79,18.64,-0.0,Holczer+2016_J/ApJS/225/9_table4
1905.03,25.67,21.38,-0.0,Holczer+2016_J/ApJS/225/9_table4
1906.01,7.99,6.80,-0.0,Holczer+2016_J/ApJS/225/9_table4
1907.01,12.48,14.64,-0.0,Holczer+2016_J/ApJS/225/9_table4
1908.01,17.98,20.48,-0.0,Holczer+2016_J/ApJS/225/9_table4
1908.02,22.67,34.43,-0.4,Holczer+2016_J/ApJS/225/9_table4
1909.01,14.19,12.88,-0.0,Holczer+2016_J/ApJS/225/9_table4
1909.02,27.91,24.73,-0.0,Holczer+2016_J/ApJS/225/9_table4
1909.03,16.88,11.25,-0.0,Holczer+2016_J/ApJS/225/9_table4
1910.01,13.08,9.68,-0.0,Holczer+2016_J/ApJS/225/9_table4
1911.01,14.28,12.41,-0.0,Holczer+2016_J/ApJS/225/9_table4
1913.01,17.87,16.78,-0.0,Holczer+2016_J/ApJS/225/9_table4
1914.01,10.07,11.77,-0.0,Holczer+2016_J/ApJS/225/9_table4
1915.01,19.66,21.84,-0.0,Holczer+2016_J/ApJS/225/9_table4
1916.01,17.04,25.95,-0.4,Holczer+2016_J/ApJS/225/9_table4
1916.02,16.30,15.78,-0.0,Holczer+2016_J/ApJS/225/9_table4
1917.01,9.14,9.30,-0.0,Holczer+2016_J/ApJS/225/9_table4
1920.01,10.94,10.62,-0.0,Holczer+2016_J/ApJS/225/9_table4
1921.01,9.83,13.19,-0.1,Holczer+2016_J/ApJS/225/9_table4
1922.03,11.73,8.48,-0.0,Holczer+2016_J/ApJS/225/9_table4
