kepoi_name,kepid,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_sma,koi_incl,koi_steff,koi_slogg,koi_srad,koi_smass
"K00245.01",8478994,"Kepler-37 d","CONFIRMED","CANDIDATE",0.9970,39.79220077,175.250558,0.019,4.466,610.4,1.9,0.2144,89.98,5437.00,4.571,0.7810,0.8290
"K03158.01",6278762,"Kepler-444 b","CONFIRMED","CANDIDATE",1.0000,3.60011712,133.25983,0.025,2.396,50.2,0.5,0.0407,89.88,5051.00,4.562,0.7210,0.6920
"K03158.02",6278762,"Kepler-444 c","CONFIRMED","CANDIDATE",1.0000,4.54586982,131.52442,0.563,1.756,76.5,0.65,0.0475,88.05,5051.00,4.562,0.7210,0.6920
"K03158.03",6278762,"Kepler-444 d","CONFIRMED","CANDIDATE",1.0000,6.18943952,134.78,0.334,2.3316,83.2,0.65,0.0584,89.01,5051.00,4.562,0.7210,0.6920
"K03158.04",6278762,"Kepler-444 e","CONFIRMED","CANDIDATE",1.0000,7.74347801,135.09417,0.018,2.7878,77.8,0.62,0.0678,89.95,5051.00,4.562,0.7210,0.6920
"K03158.05",6278762,"Kepler-444 f","CONFIRMED","CANDIDATE",1.0000,9.74048508,134.87916,0.89,1.6993,121.4,0.95,0.079,87.58,5051.00,4.562,0.7210,0.6920
"K00961.01",8561063,"Kepler-42 b","CONFIRMED","CANDIDATE",1.0000,1.213770423,170.483645,0.83,0.5532,1821,0.78,0.0113,85.57,3292.00,5.215,0.1480,0.1320
"K00961.02",8561063,"Kepler-42 c","CONFIRMED","CANDIDATE",0.0000,0.453287416,133.869741,0.81,0.4445,1461.5,0.76,0.0059,81.11,3292.00,5.215,0.1480,0.1320
"K00961.03",8561063,"Kepler-42 d","CONFIRMED","CANDIDATE",1.0000,1.865114193,133.792344,0.785,0.4279,1124.8,0.66,0.0151,88.02,3292.00,5.215,0.1480,0.1320
"K00314.03",7603200,"Kepler-138 b","CONFIRMED","CANDIDATE",0.9990,10.31282204,133.53528,0.061,2.0138,137.6,0.59,0.0739,89.91,3846.00,4.738,0.5030,0.5050
"K00314.01",7603200,"Kepler-138 c","CONFIRMED","CANDIDATE",1.0000,13.78109471,177.852785,0.545,2.3188,756,1.42,0.0896,89.21,3846.00,4.738,0.5030,0.5050
"K00314.02",7603200,"Kepler-138 d","CONFIRMED","CANDIDATE",1.0000,23.08902241,171.007634,0.32,1.7012,598.3,1.24,0.1264,89.82,3846.00,4.738,0.5030,0.5050
"K00085.02",5866724,"Kepler-65 b","CONFIRMED","CANDIDATE",1.0000,2.154911236,133.498613,0.113,3.1341,99.7,1.42,0.035,88.77,6181.00,4.220,1.4240,1.2310
"K00085.01",5866724,"Kepler-65 c","CONFIRMED","CANDIDATE",1.0000,5.859935955,132.040528,0.049,4.0185,322.8,2.56,0.0682,89.75,6181.00,4.220,1.4240,1.2310
"K00085.03",5866724,"Kepler-65 d","CONFIRMED","CANDIDATE",1.0000,8.13121389,137.99254,0.622,4.2386,111.8,1.58,0.0848,86.95,6181.00,4.220,1.4240,1.2310
"K00952.01",9787239,"Kepler-32 b","CONFIRMED","CANDIDATE",1.0000,5.90127815,171.40674,0.03,2.1979,1525.2,1.94,0.051,89.92,3731.00,4.750,0.4980,0.5090
"K00952.02",9787239,"Kepler-32 c","CONFIRMED","CANDIDATE",1.0000,8.75209691,170.63671,0.017,2.3742,1367.6,1.83,0.0664,89.97,3731.00,4.750,0.4980,0.5090
"K00952.03",9787239,"Kepler-32 d","CONFIRMED","CANDIDATE",1.0000,22.78078241,155.20408,0.008,3.3002,1925.1,2.17,0.1256,89.99,3731.00,4.750,0.4980,0.5090
"K00952.04",9787239,"Kepler-32 e","CONFIRMED","CANDIDATE",0.9680,2.896005211,133.61228,0.082,1.6776,614.1,1.23,0.0318,89.65,3731.00,4.750,0.4980,0.5090
"K00952.05",9787239,"Kepler-32 f","CONFIRMED","CANDIDATE",0.9960,0.742957911,133.27936,0.162,0.6688,843.3,1.47,0.0128,88.93,3731.00,4.750,0.4980,0.5090
"K00707.05",9458613,"Kepler-33 b","CONFIRMED","CANDIDATE",0.9970,5.66815821,131.88743,0.177,4.9064,119.7,1.85,0.0643,88.85,5900.00,4.022,1.6940,1.1000
"K00707.04",9458613,"Kepler-33 c","CONFIRMED","CANDIDATE",1.0000,13.17555999,143.6789,0.013,6.6677,280,2.82,0.1128,89.95,5900.00,4.022,1.6940,1.1000
"K00707.01",9458613,"Kepler-33 d","CONFIRMED","CANDIDATE",1.0000,21.77568158,189.63828,0.025,7.9588,797.9,4.76,0.1577,89.93,5900.00,4.022,1.6940,1.1000
"K00707.03",9458613,"Kepler-33 e","CONFIRMED","CANDIDATE",0.9990,31.7848157,135.87105,0.015,8.8077,444.5,3.55,0.2029,89.97,5900.00,4.022,1.6940,1.1000
"K00707.02",9458613,"Kepler-33 f","CONFIRMED","CANDIDATE",0.9970,41.0283424,172.57481,0.011,9.8052,541.4,3.92,0.2405,89.98,5900.00,4.022,1.6940,1.1000
"K00250.01",9757613,"Kepler-26 b","CONFIRMED","CANDIDATE",1.0000,12.282998287,170.39809,0.047,2.7096,2794.7,2.83,0.0847,89.93,3879.00,4.708,0.5370,0.5370
"K00250.02",9757613,"Kepler-26 c","CONFIRMED","CANDIDATE",1.0000,17.25121397,149.886479,0.749,2.0371,2054.8,2.64,0.1063,89.09,3879.00,4.708,0.5370,0.5370
"K00250.03",9757613,"Kepler-26 d","CONFIRMED","CANDIDATE",1.0000,3.543919702,136.26075,0.022,1.8717,507,1.21,0.037,89.91,3879.00,4.708,0.5370,0.5370
"K00571.03",8120608,"Kepler-186 b","CONFIRMED","CANDIDATE",1.0000,3.886795001,133.32959,0.119,1.7574,471.3,0.97,0.0371,89.6,3751.00,4.800,0.4430,0.4520
"K00571.01",8120608,"Kepler-186 c","CONFIRMED","CANDIDATE",1.0000,7.26731094,174.31292,0.043,2.2691,659.1,1.14,0.0564,89.9,3751.00,4.800,0.4430,0.4520
"K00571.02",8120608,"Kepler-186 d","CONFIRMED","CANDIDATE",1.0000,13.3430025,176.90387,0.517,2.7399,799.7,1.29,0.0845,89.1,3751.00,4.800,0.4430,0.4520
"K00571.04",8120608,"Kepler-186 e","CONFIRMED","CANDIDATE",0.9990,22.40777833,153.79858,0.147,3.2881,661.3,1.15,0.1194,89.84,3751.00,4.800,0.4430,0.4520
"K00500.02",4852528,"Kepler-80 c","CONFIRMED","CANDIDATE",1.0000,9.521644639,177.484839,0.023,2.3569,1491.3,2.16,0.0735,89.96,4041.00,4.697,0.5670,0.5840
"K00500.03",4852528,"Kepler-80 d","CONFIRMED","CANDIDATE",1.0000,3.072146607,134.030017,0.032,1.8732,539,1.3,0.0346,89.86,4041.00,4.697,0.5670,0.5840
"K00500.04",4852528,"Kepler-80 e","CONFIRMED","CANDIDATE",1.0000,4.645382149,134.58939,0.154,2.0271,565.5,1.33,0.0456,89.5,4041.00,4.697,0.5670,0.5840
"K00500.05",4852528,"Kepler-80 f","CONFIRMED","CANDIDATE",1.0000,0.986785834,133.171292,0.026,1.1879,450,1.19,0.0162,89.77,4041.00,4.697,0.5670,0.5840
"K00738.01",10358759,"Kepler-29 b","CONFIRMED","CANDIDATE",1.0000,10.3392408,170.38549,0.15,3.075,1184.6,2.98,0.0919,89.67,5730.00,4.545,0.8700,0.9680
"K00738.02",10358759,"Kepler-29 c","CONFIRMED","CANDIDATE",1.0000,13.28689997,172.11932,0.017,3.2825,1039.6,2.78,0.1087,89.97,5730.00,4.545,0.8700,0.9680
"K00069.01",3544595,"Kepler-93 b","CONFIRMED","CANDIDATE",1.0000,4.72674037,134.926396,0.657,2.9267,273.1,1.56,0.0525,86.08,5648.00,4.472,0.8940,0.8660
"K00041.02",6521045,"Kepler-100 b","CONFIRMED","CANDIDATE",1.0000,6.88707073,133.17797,0.696,4.4679,68.7,1.3,0.072,85.37,5788.00,4.122,1.4740,1.0500
"K00041.01",6521045,"Kepler-100 c","CONFIRMED","CANDIDATE",1.0000,12.81590421,122.94682,0.58,6.3856,220.5,2.26,0.109,87.4,5788.00,4.122,1.4740,1.0500
"K00041.03",6521045,"Kepler-100 d","CONFIRMED","CANDIDATE",1.0000,35.3331932,153.98249,0.656,5.966,99.7,1.55,0.2143,88.92,5788.00,4.122,1.4740,1.0500
"K00142.01",5446285,"Kepler-88 b","CONFIRMED","CANDIDATE",,10.916108342,133.009227,0.7699,3.6496,1479,3.93,0.098,87.09,5575.00,4.521,0.9320,1.0510
"K00168.03",11512246,"Kepler-23 b","CONFIRMED","CANDIDATE",0.9960,7.10695741,138.32271,0.079,5.1462,131,1.72,0.0733,89.57,5761.00,4.091,1.5180,1.0360
"K00168.01",11512246,"Kepler-23 c","CONFIRMED","CANDIDATE",1.0000,10.74241765,133.2867,0.034,6.0633,415.2,3.06,0.0965,89.86,5761.00,4.091,1.5180,1.0360
"K01102.02",3231341,"Kepler-24 b","CONFIRMED","CANDIDATE",1.0000,8.14515981,140.56811,0.965,5.073,446.8,3.43,0.076,77.26,5896.00,4.197,1.2400,0.8840
"K01102.01",3231341,"Kepler-24 c","CONFIRMED","CANDIDATE",1.0000,12.33343853,137.58782,0.979,6.221,536.4,4.12,0.1003,78.63,5896.00,4.197,1.2400,0.8840
"K00841.01",5792202,"Kepler-27 b","CONFIRMED","CANDIDATE",1.0000,15.33528675,174.00278,0.773,3.897,3081.4,5,0.1179,87.95,5251.00,4.581,0.8170,0.9260
"K00841.02",5792202,"Kepler-27 c","CONFIRMED","CANDIDATE",1.0000,31.33046135,153.43031,0.798,5.176,5073.8,6.5,0.1898,88.62,5251.00,4.581,0.8170,0.9260
"K00870.01",6949607,"Kepler-28 b","CONFIRMED","CANDIDATE",1.0000,5.912273234,172.184012,0.17,2.3254,961.4,1.73,0.0537,89.51,4072.00,4.696,0.5700,0.5860
"K00870.02",6949607,"Kepler-28 c","CONFIRMED","CANDIDATE",1.0000,8.98581901,175.68418,0.008,2.8606,881.3,1.65,0.0709,89.98,4072.00,4.696,0.5700,0.5860
"K00196.01",9410930,"Kepler-41 b","CONFIRMED","CANDIDATE",1.0000,1.855557556,137.181028,0.554,2.35672,10570.1,10.05,0.0286,84.47,5657.00,4.441,0.9470,0.9030
"K01241.02",6448890,"Kepler-56 b","CONFIRMED","CANDIDATE",0.0980,10.5007712,135.6479,0.034,14.522,183.4,5.68,0.1046,89.66,4838.00,3.299,4.3610,1.3810
"K01241.01",6448890,"Kepler-56 c","CONFIRMED","CANDIDATE",1.0000,21.4054422,147.08981,0.943,11.721,409.3,11.64,0.1681,80.4,4838.00,3.299,4.3610,1.3810
"K01270.01",8564587,"Kepler-57 b","CONFIRMED","CANDIDATE",1.0000,5.729317577,138.559971,0.597,1.1816,865.4,2.41,0.06,88.9,5320.00,4.589,0.7860,0.8820
"K01270.02",8564587,"Kepler-57 c","CONFIRMED","CANDIDATE",1.0000,11.60908533,133.99324,0.03,2.2603,489.3,1.71,0.096,89.96,5320.00,4.589,0.7860,0.8820
"K00172.01",8692861,"Kepler-69 b","CONFIRMED","CANDIDATE",1.0000,13.7223682,137.84083,0.009,5.1231,571.1,2.23,0.1048,89.98,5637.00,4.399,0.9430,0.8130
"K01658.01",4570949,"Kepler-76 b","CONFIRMED","CANDIDATE",1.0000,1.544928892,133.5487914,0.918,1.43586,5817.3,13.43,0.0274,79.15,6309.00,4.199,1.4120,1.1500
"K01336.01",4077526,"Kepler-58 b","CONFIRMED","CANDIDATE",1.0000,10.21864532,136.8622,0.416,3.802,445.3,2.33,0.0927,88.76,6100.00,4.376,1.0830,1.0170
"K01336.02",4077526,"Kepler-58 c","CONFIRMED","CANDIDATE",1.0000,15.573637,132.44282,0.946,5.326,468.1,2.94,0.1228,83.89,6100.00,4.376,1.0830,1.0170
"K01336.03",4077526,"Kepler-58 d","CONFIRMED","CANDIDATE",1.0000,40.1015561,132.71244,0.868,5.246,550,2.92,0.2307,88.44,6100.00,4.376,1.0830,1.0170
"K01529.02",9821454,"Kepler-59 b","CONFIRMED","CANDIDATE",1.0000,11.8693144,137.721,0.73,4.653,101.9,1.09,0.104,86.93,6296.00,4.460,1.0060,1.0660
"K01529.01",9821454,"Kepler-59 c","CONFIRMED","CANDIDATE",1.0000,17.9776037,147.7515,0.721,4.605,213.9,1.58,0.1372,88.06,6296.00,4.460,1.0060,1.0660
"K02086.01",6768394,"Kepler-60 b","CONFIRMED","CANDIDATE",0.9830,7.1329472,135.99259,0.612,4.368,145,1.64,0.0719,86.52,5862.00,4.194,1.3070,0.9730
"K02086.02",6768394,"Kepler-60 c","CONFIRMED","CANDIDATE",0.9720,8.91901228,140.0777,0.619,4.141,180.6,1.84,0.0835,87.32,5862.00,4.194,1.3070,0.9730
"K02086.03",6768394,"Kepler-60 d","CONFIRMED","CANDIDATE",0.9510,11.8984948,133.34685,0.836,3.015,130.9,1.69,0.1012,87.21,5862.00,4.194,1.3070,0.9730
"K01589.01",5301750,"Kepler-84 b","CONFIRMED","CANDIDATE",0.9980,8.72585478,138.76838,0.911,4.473,446.7,2.86,0.0827,82.52,6036.00,4.326,1.1310,0.9870
"K01589.02",5301750,"Kepler-84 c","CONFIRMED","CANDIDATE",1.0000,12.88291395,135.18736,0.962,5.676,460.5,3.15,0.1072,81.13,6036.00,4.326,1.1310,0.9870
"K01589.04",5301750,"Kepler-84 d","CONFIRMED","CANDIDATE",0.9960,4.22453631,135.42908,0.823,3.128,159.1,1.6,0.051,82.31,6036.00,4.326,1.1310,0.9870
"K01589.03",5301750,"Kepler-84 e","CONFIRMED","CANDIDATE",1.0000,27.4345973,145.12322,0.603,5.038,472.6,2.56,0.1774,88.99,6036.00,4.326,1.1310,0.9870
"K02038.01",8950568,"Kepler-85 b","CONFIRMED","CANDIDATE",1.0000,8.30537702,139.7437,0.489,3.751,365.6,1.69,0.0766,88.14,5435.00,4.495,0.8730,0.8700
"K02038.02",8950568,"Kepler-85 c","CONFIRMED","CANDIDATE",1.0000,12.51353325,139.42461,0.596,4.301,430.8,1.88,0.1007,88.14,5435.00,4.495,0.8730,0.8700
"K02038.03",8950568,"Kepler-85 d","CONFIRMED","CANDIDATE",0.8890,17.9134215,135.52921,0.832,4.364,197.8,1.39,0.1279,87.39,5435.00,4.495,0.8730,0.8700
"K02038.04",8950568,"Kepler-85 e","CONFIRMED","CANDIDATE",0.9980,25.2149143,152.6912,0.599,5.76,174.1,1.19,0.1607,88.74,5435.00,4.495,0.8730,0.8700
"K00886.01",7455287,"Kepler-54 b","CONFIRMED","CANDIDATE",1.0000,8.01078456,170.20739,0.192,2.312,1333.6,1.72,0.0616,89.59,3713.00,4.779,0.4700,0.4840
"K00886.02",7455287,"Kepler-54 c","CONFIRMED","CANDIDATE",1.0000,12.07134205,143.45948,0.014,4.3224,759.2,1.29,0.0809,89.96,3713.00,4.779,0.4700,0.4840
"K00886.03",7455287,"Kepler-54 d","CONFIRMED","CANDIDATE",0.9860,20.99587872,152.31554,0.228,2.6333,767.3,1.3,0.117,89.79,3713.00,4.779,0.4700,0.4840
"K00904.02",8150320,"Kepler-55 b","CONFIRMED","CANDIDATE",0.9970,27.9541337,178.73791,0.063,3.95,942.5,1.9,0.1593,89.94,4500.00,4.656,0.6460,0.7100
"K00904.03",8150320,"Kepler-55 c","CONFIRMED","CANDIDATE",1.0000,42.1406089,139.0604,0.045,5.083,895.5,1.85,0.2095,89.96,4500.00,4.656,0.6460,0.7100
"K00904.01",8150320,"Kepler-55 d","CONFIRMED","CANDIDATE",1.0000,2.211116989,170.150139,0.69,1.6485,724.2,1.85,0.0294,84.94,4500.00,4.656,0.6460,0.7100
"K00904.04",8150320,"Kepler-55 e","CONFIRMED","CANDIDATE",1.0000,4.617490562,135.04909,0.649,2.2618,575.8,1.62,0.048,86.99,4500.00,4.656,0.6460,0.7100
"K00775.02",11754553,"Kepler-52 b","CONFIRMED","CANDIDATE",1.0000,7.8774163,176.3759,0.041,2.0805,1306.1,2.16,0.0665,89.92,4126.00,4.661,0.6150,0.6330
"K00775.01",11754553,"Kepler-52 c","CONFIRMED","CANDIDATE",1.0000,16.38489988,172.72782,0.001,3.0249,1127.1,2,0.1084,90,4126.00,4.661,0.6150,0.6330
"K00775.03",11754553,"Kepler-52 d","CONFIRMED","CANDIDATE",1.0000,36.4454001,151.60125,0.028,4.007,1122.3,1.99,0.1847,89.98,4126.00,4.661,0.6150,0.6330
"K00829.01",5358241,"Kepler-53 b","CONFIRMED","CANDIDATE",1.0000,18.64932728,174.771,0.08,4.4056,893.6,3.12,0.139,89.86,5775.00,4.405,1.0530,1.0260
"K00829.03",5358241,"Kepler-53 c","CONFIRMED","CANDIDATE",1.0000,38.5576546,163.85063,0.911,5.794,993,4.02,0.2255,87.91,5775.00,4.405,1.0530,1.0260
"K00935.01",9347899,"Kepler-31 b","CONFIRMED","CANDIDATE",1.0000,20.86021229,180.017757,0.066,5.1937,1910.5,5.5,0.1462,89.88,6035.00,4.220,1.2570,0.9580
"K00935.02",9347899,"Kepler-31 c","CONFIRMED","CANDIDATE",1.0000,42.63427848,141.16954,0.142,6.1998,1719.3,5.22,0.2355,89.85,6035.00,4.220,1.2570,0.9580
"K00262.01",11807274,"Kepler-50 b","CONFIRMED","CANDIDATE",1.0000,7.81285862,172.6138,0.03,4.098,117.3,1.68,0.0817,89.88,6237.00,4.136,1.5430,1.1870
"K00262.02",11807274,"Kepler-50 c","CONFIRMED","CANDIDATE",1.0000,9.37663713,136.95319,0.828,2.1033,118.4,1.89,0.0922,87.6,6237.00,4.136,1.5430,1.1870
"K00877.01",7287995,"Kepler-81 b","CONFIRMED","CANDIDATE",1.0000,5.95489993,170.955871,0.327,2.3892,1410.7,2.33,0.0554,89,4261.00,4.641,0.6330,0.6400
"K00877.02",7287995,"Kepler-81 c","CONFIRMED","CANDIDATE",1.0000,12.03987488,181.22536,0.286,2.7363,1250.6,2.18,0.0886,89.51,4261.00,4.641,0.6330,0.6400
"K00877.03",7287995,"Kepler-81 d","CONFIRMED","CANDIDATE",0.9980,20.83762895,132.08488,0.706,2.3734,439,1.42,0.1278,89.18,4261.00,4.641,0.6330,0.6400
"K00104.01",10318874,"Kepler-94 b","CONFIRMED","CANDIDATE",1.0000,2.508057497,135.000657,0.742,1.1134,1507.6,3.25,0.034,86.61,4780.00,4.597,0.7610,0.8350
"K00122.01",8349582,"Kepler-95 b","CONFIRMED","CANDIDATE",1.0000,11.523067458,131.969055,0,3.8757,507.3,3.13,0.1017,90,5644.00,4.162,1.4110,1.0530
"K01361.01",6960913,"Kepler-61 b","CONFIRMED","CANDIDATE",0.9980,59.8780258,151.1847,0.004,4.8027,1419.1,2.19,0.2522,90,4016.00,4.658,0.5990,0.5950
"K01958.01",9836149,"Kepler-66 b","CONFIRMED","CANDIDATE",1.0000,17.8159689,134.4832,0.911,3.6765,776.8,3.12,0.1321,87.08,5964.00,4.484,0.9330,0.9680
"K00200.01",6046540,"Kepler-74 b","CONFIRMED","CANDIDATE",0.9980,7.340714946,134.3457036,0.568,2.9987,8510.5,14.31,0.0801,88.13,6056.00,4.191,1.4980,1.2680
"K00135.01",9818381,"Kepler-43 b","CONFIRMED","CANDIDATE",1.0000,3.024092505,132.4168573,0.424,2.8021,7765,12.14,0.0438,87.05,6063.00,4.261,1.3580,1.2270
"K00204.01",9305831,"Kepler-44 b","CONFIRMED","CANDIDATE",1.0000,3.246732048,133.379165,0.475,3.0535,6998.2,12.4,0.0442,86.55,5763.00,4.150,1.4570,1.0930
"K00285.01",6196457,"Kepler-92 b","CONFIRMED","CANDIDATE",1.0000,13.74883059,179.279158,0.658,6.0968,425.9,3.63,0.1174,87.19,5862.00,4.050,1.6700,1.1420
"K00285.02",6196457,"Kepler-92 c","CONFIRMED","CANDIDATE",0.9760,26.723169,147.93696,0.035,8.501,195,2.31,0.1829,89.92,5862.00,4.050,1.6700,1.1420
"K00285.03",6196457,"Kepler-92 d","CONFIRMED","CANDIDATE",0.4760,49.3567907,134.29533,0.277,10.954,130.2,1.91,0.2754,89.53,5862.00,4.050,1.6700,1.1420
"K00248.01",5364071,"Kepler-49 b","CONFIRMED","CANDIDATE",1.0000,7.203855862,170.285731,0.037,2.5418,1765.9,2.25,0.0595,89.9,3834.00,4.708,0.5390,0.5410
"K00248.02",5364071,"Kepler-49 c","CONFIRMED","CANDIDATE",1.0000,10.91274065,169.85247,0.685,2.1801,1387.2,2.13,0.0785,88.68,3834.00,4.708,0.5390,0.5410
"K00889.01",757450,"Kepler-75 b","CONFIRMED","CANDIDATE",0.9990,8.884922995,169.991686,0.069,2.07004,16053.4,10.51,0.0786,89.89,5332.00,4.500,0.8430,0.8210
"K00898.01",7870390,"Kepler-83 b","CONFIRMED","CANDIDATE",1.0000,9.7704486,175.71372,0.09,2.4517,1897.8,2.23,0.0714,89.84,3906.00,4.730,0.5090,0.5080
"K00898.03",7870390,"Kepler-83 c","CONFIRMED","CANDIDATE",1.0000,20.09017037,147.97788,0.886,4.154,1432.1,2.25,0.1154,87.49,3906.00,4.730,0.5090,0.5080
"K00898.02",7870390,"Kepler-83 d","CONFIRMED","CANDIDATE",1.0000,5.169804269,172.63153,0.351,2.153,1037.4,1.66,0.0467,88.87,3906.00,4.730,0.5090,0.5080
"K00423.01",9478990,"Kepler-39 b","CONFIRMED","CANDIDATE",1.0000,21.0871953,202.858405,0.065,5.92691,8894.7,14.43,0.1527,89.87,6266.00,4.101,1.5220,1.0660
"K00428.01",10418224,"Kepler-40 b","CONFIRMED","CANDIDATE",1.0000,6.8731664,172.518826,0.055,6.8569,3753.8,13.44,0.0813,89.61,6490.00,3.942,2.1790,1.5160
"K00254.01",5794240,"Kepler-45 b","CONFIRMED","CANDIDATE",0.9990,2.455240626,170.821762,0.144,1.72722,36911.9,10.6,0.0298,89.35,3793.00,4.697,0.5680,0.5870
"K00872.01",7109675,"Kepler-46 b","CONFIRMED","CANDIDATE",1.0000,33.60123371,186.680343,0.67,4.4056,7425.9,8.46,0.1956,89.23,5149.00,4.447,0.9300,0.8820
